FID,owfid,country,lat,lon,p_name_4c,o_name_4c,capacity4c,yearmonth
7254,131507,United Kingdom,"53° 8' 4.998"" N","0° 29' 26.114"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7255,131508,United Kingdom,"53° 12' 3.558"" N","0° 29' 26.259"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7256,131509,United Kingdom,"53° 8' 23.212"" N","0° 29' 26.446"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7257,131510,United Kingdom,"53° 8' 41.904"" N","0° 29' 27.543"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7258,131511,United Kingdom,"53° 13' 58.948"" N","0° 29' 30.287"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7259,131512,United Kingdom,"53° 13' 37.092"" N","0° 29' 39.526"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7260,131513,United Kingdom,"53° 13' 14.975"" N","0° 29' 48.919"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7261,131514,United Kingdom,"53° 12' 53.612"" N","0° 29' 58.195"" E",Lincs,Ørsted Power (UK) Limited,270,2016/10/1
7262,131515,United Kingdom,"53° 14' 50.600"" N","0° 30' 0.729"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7263,131516,United Kingdom,"53° 12' 31.439"" N","0° 30' 7.252"" E",Lincs,Ørsted Power (UK) Limited,270,2016/8/1
7264,131517,United Kingdom,"53° 14' 30.600"" N","0° 30' 8.931"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7265,131518,United Kingdom,"53° 8' 21.954"" N","0° 30' 10.975"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7266,131519,United Kingdom,"53° 8' 45.064"" N","0° 30' 11.422"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7267,131520,United Kingdom,"53° 9' 7.639"" N","0° 30' 11.725"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7268,131521,United Kingdom,"53° 9' 30.177"" N","0° 30' 12.113"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7269,131522,United Kingdom,"53° 9' 52.925"" N","0° 30' 12.523"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7270,131523,United Kingdom,"53° 10' 15.691"" N","0° 30' 12.992"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7271,131524,United Kingdom,"53° 10' 38.217"" N","0° 30' 13.273"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7272,131525,United Kingdom,"53° 11' 0.948"" N","0° 30' 13.596"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7273,131526,United Kingdom,"53° 11' 23.693"" N","0° 30' 13.976"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7274,131527,United Kingdom,"53° 11' 46.590"" N","0° 30' 14.350"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7275,131528,United Kingdom,"53° 12' 8.943"" N","0° 30' 14.310"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7276,131529,United Kingdom,"53° 14' 10.172"" N","0° 30' 17.606"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7277,131530,United Kingdom,"53° 13' 49.986"" N","0° 30' 25.944"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7278,131531,United Kingdom,"53° 13' 30.808"" N","0° 30' 34.215"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7279,131532,United Kingdom,"53° 13' 9.544"" N","0° 30' 43.150"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7280,131533,United Kingdom,"53° 12' 47.428"" N","0° 30' 51.352"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7281,131534,United Kingdom,"53° 11' 47.346"" N","0° 30' 56.119"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7282,131535,United Kingdom,"53° 12' 27.057"" N","0° 31' 0.949"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7283,131536,United Kingdom,"53° 9' 46.645"" N","0° 31' 2.943"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7284,131537,United Kingdom,"53° 10' 47.994"" N","0° 31' 2.944"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7285,131538,United Kingdom,"53° 9' 5.131"" N","0° 31' 2.868"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7286,131539,United Kingdom,"53° 9' 26.020"" N","0° 31' 2.868"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7287,131540,United Kingdom,"53° 10' 6.875"" N","0° 31' 2.878"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7288,131541,United Kingdom,"53° 10' 27.680"" N","0° 31' 2.853"" E",Lincs,Ørsted Power (UK) Limited,270,2016/4/1
7289,131542,United Kingdom,"53° 11' 29.293"" N","0° 31' 2.923"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7290,131543,United Kingdom,"53° 11' 8.790"" N","0° 31' 2.863"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7291,131544,United Kingdom,"53° 12' 6.307"" N","0° 31' 2.970"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7292,131545,United Kingdom,"53° 10' 58.822"" N","0° 28' 2.604"" E",Lincs,Ørsted Power (UK) Limited,270,2017/9/1
7293,131546,United Kingdom,"53° 17' 45.874"" N","0° 46' 16.487"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7294,131547,United Kingdom,"53° 18' 13.123"" N","0° 46' 18.259"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/12/1
7295,131548,United Kingdom,"53° 18' 42.407"" N","0° 46' 20.175"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7296,131549,United Kingdom,"53° 19' 36.180"" N","0° 46' 23.529"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7297,131550,United Kingdom,"53° 19' 10.005"" N","0° 46' 23.569"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7298,131551,United Kingdom,"53° 20' 2.745"" N","0° 46' 34.500"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7299,131552,United Kingdom,"53° 17' 21.837"" N","0° 46' 44.984"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7300,131553,United Kingdom,"53° 16' 54.245"" N","0° 46' 54.771"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7301,131554,United Kingdom,"53° 17' 48.311"" N","0° 46' 59.020"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/12/1
7302,131555,United Kingdom,"53° 18' 41.461"" N","0° 46' 59.372"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7303,131556,United Kingdom,"53° 18' 15.107"" N","0° 47' 4.117"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7304,131557,United Kingdom,"53° 19' 38.736"" N","0° 47' 4.449"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/7/1
7305,131558,United Kingdom,"53° 20' 4.733"" N","0° 47' 20.555"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2018/2/1
7306,131559,United Kingdom,"53° 17' 19.568"" N","0° 47' 39.003"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2018/2/1
7307,131560,United Kingdom,"53° 16' 53.080"" N","0° 47' 41.670"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7308,131561,United Kingdom,"53° 17' 45.904"" N","0° 47' 45.864"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7309,131562,United Kingdom,"53° 18' 15.231"" N","0° 47' 48.006"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7310,131563,United Kingdom,"53° 19' 44.035"" N","0° 47' 48.832"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7311,131564,United Kingdom,"53° 18' 42.666"" N","0° 47' 55.093"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7312,131565,United Kingdom,"53° 19' 13.382"" N","0° 48' 3.693"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7313,131566,United Kingdom,"53° 20' 5.975"" N","0° 48' 14.161"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7314,131567,United Kingdom,"53° 16' 35.973"" N","0° 48' 15.026"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7315,131568,United Kingdom,"53° 17' 3.285"" N","0° 48' 27.758"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7316,131569,United Kingdom,"53° 19' 42.182"" N","0° 48' 39.995"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/5/1
7317,131570,United Kingdom,"53° 16' 14.071"" N","0° 48' 46.252"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7318,131571,United Kingdom,"53° 18' 5.106"" N","0° 48' 46.238"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7319,131572,United Kingdom,"53° 18' 34.754"" N","0° 48' 49.188"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7320,131573,United Kingdom,"53° 19' 7.565"" N","0° 48' 53.484"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7321,131574,United Kingdom,"53° 14' 53.631"" N","0° 48' 56.358"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7322,131575,United Kingdom,"53° 15' 24.159"" N","0° 48' 57.667"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/7/1
7323,131576,United Kingdom,"53° 15' 50.136"" N","0° 49' 4.666"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7324,131577,United Kingdom,"53° 16' 40.344"" N","0° 49' 5.169"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7325,131578,United Kingdom,"53° 20' 6.187"" N","0° 49' 6.958"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2016/12/1
7326,131579,United Kingdom,"53° 17' 11.353"" N","0° 49' 14.434"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7327,131580,United Kingdom,"53° 17' 40.083"" N","0° 49' 17.255"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7328,131581,United Kingdom,"53° 19' 30.327"" N","0° 49' 23.124"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7329,131582,United Kingdom,"53° 14' 38.950"" N","0° 49' 34.224"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7330,131583,United Kingdom,"53° 15' 8.667"" N","0° 49' 35.108"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7331,131584,United Kingdom,"53° 18' 54.702"" N","0° 49' 36.908"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7332,131585,United Kingdom,"53° 18' 20.887"" N","0° 49' 39.660"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7333,131586,United Kingdom,"53° 16' 57.451"" N","0° 49' 52.744"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7334,131587,United Kingdom,"53° 16' 30.496"" N","0° 49' 55.089"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7335,131588,United Kingdom,"53° 16' 3.967"" N","0° 49' 55.431"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/12/1
7336,131589,United Kingdom,"53° 15' 33.137"" N","0° 49' 56.564"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/12/1
7337,131590,United Kingdom,"53° 17' 56.528"" N","0° 50' 3.769"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7338,131591,United Kingdom,"53° 14' 48.267"" N","0° 50' 23.186"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7339,131592,United Kingdom,"53° 14' 20.902"" N","0° 50' 31.020"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2016/12/1
7340,131593,United Kingdom,"53° 15' 15.707"" N","0° 50' 37.435"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7341,131594,United Kingdom,"53° 15' 48.734"" N","0° 50' 38.029"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7342,131595,United Kingdom,"53° 16' 18.908"" N","0° 50' 39.620"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/11/1
7343,131596,United Kingdom,"53° 17' 20.595"" N","0° 50' 39.427"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7344,131597,United Kingdom,"53° 16' 49.825"" N","0° 50' 40.755"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7345,131598,United Kingdom,"53° 15' 31.707"" N","0° 51' 12.175"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/5/1
7346,131599,United Kingdom,"53° 15' 1.136"" N","0° 51' 15.746"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7347,131600,United Kingdom,"53° 14' 5.711"" N","0° 51' 15.769"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7348,131601,United Kingdom,"53° 14' 32.829"" N","0° 51' 16.080"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2016/12/1
7349,131602,United Kingdom,"53° 16' 4.391"" N","0° 51' 23.058"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/9/1
7350,131603,United Kingdom,"53° 16' 38.324"" N","0° 51' 23.265"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7351,131604,United Kingdom,"53° 17' 6.007"" N","0° 51' 23.435"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/7/1
7352,131605,United Kingdom,"53° 14' 47.571"" N","0° 51' 56.085"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7353,131606,United Kingdom,"53° 14' 16.499"" N","0° 51' 57.654"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7354,131607,United Kingdom,"53° 16' 22.971"" N","0° 52' 2.444"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2016/12/1
7355,131608,United Kingdom,"53° 13' 50.185"" N","0° 52' 4.566"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7356,131609,United Kingdom,"53° 16' 51.269"" N","0° 52' 6.457"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7357,131610,United Kingdom,"53° 15' 52.427"" N","0° 52' 7.823"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7358,131611,United Kingdom,"53° 14' 37.316"" N","0° 52' 38.135"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7359,131612,United Kingdom,"53° 14' 6.744"" N","0° 52' 39.771"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7360,131613,United Kingdom,"53° 16' 9.240"" N","0° 52' 42.804"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/5/1
7361,131614,United Kingdom,"53° 13' 37.719"" N","0° 52' 44.550"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7362,131615,United Kingdom,"53° 16' 41.537"" N","0° 52' 47.244"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/7/1
7363,131616,United Kingdom,"53° 15' 37.846"" N","0° 52' 47.664"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7364,131617,United Kingdom,"53° 15' 10.895"" N","0° 52' 51.727"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7365,131618,United Kingdom,"53° 14' 50.511"" N","0° 53' 19.943"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2018/4/1
7366,131619,United Kingdom,"53° 13' 56.472"" N","0° 53' 21.327"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7367,131620,United Kingdom,"53° 15' 59.039"" N","0° 53' 23.789"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7368,131621,United Kingdom,"53° 13' 23.366"" N","0° 53' 27.622"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7369,131622,United Kingdom,"53° 16' 28.486"" N","0° 53' 27.952"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7370,131623,United Kingdom,"53° 14' 22.073"" N","0° 53' 28.744"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7371,131624,United Kingdom,"53° 15' 15.279"" N","0° 53' 37.948"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7372,131625,United Kingdom,"53° 15' 43.142"" N","0° 53' 59.499"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7373,131626,United Kingdom,"53° 14' 40.239"" N","0° 54' 0.980"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7374,131627,United Kingdom,"53° 13' 40.882"" N","0° 54' 2.381"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/9/1
7375,131628,United Kingdom,"53° 16' 10.778"" N","0° 54' 15.252"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/5/1
7376,131629,United Kingdom,"53° 14' 5.039"" N","0° 54' 22.337"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/5/1
7377,131630,United Kingdom,"53° 15' 3.660"" N","0° 54' 25.494"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7378,131631,United Kingdom,"53° 15' 31.329"" N","0° 54' 40.332"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/6/1
7379,131632,United Kingdom,"53° 14' 29.200"" N","0° 54' 45.588"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/2/1
7380,131633,United Kingdom,"53° 15' 56.980"" N","0° 55' 2.428"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7381,131634,United Kingdom,"53° 14' 55.800"" N","0° 55' 10.327"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7382,131635,United Kingdom,"53° 15' 19.351"" N","0° 55' 29.017"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/8/1
7383,131636,United Kingdom,"53° 15' 41.658"" N","0° 55' 51.620"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/4/1
7384,131637,United Kingdom,"53° 16' 49.515"" N","0° 50' 39.922"" E",Race Bank,Ørsted Power (UK) Limited,573.3,2017/10/1
7385,131638,United Kingdom,"53° 15' 43.173"" N","1° 19' 11.084"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7386,131639,United Kingdom,"53° 16' 8.854"" N","1° 19' 13.262"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/4/1
7387,131640,United Kingdom,"53° 16' 34.108"" N","1° 19' 15.158"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7388,131641,United Kingdom,"53° 16' 59.867"" N","1° 19' 17.259"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/1/1
7389,131642,United Kingdom,"53° 17' 25.359"" N","1° 19' 19.322"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/10/1
7390,131643,United Kingdom,"53° 17' 51.029"" N","1° 19' 21.402"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/4/1
7391,131644,United Kingdom,"53° 18' 16.805"" N","1° 19' 23.456"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7392,131645,United Kingdom,"53° 15' 26.818"" N","1° 19' 46.305"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/12/1
7393,131646,United Kingdom,"53° 18' 31.861"" N","1° 20' 0.894"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/12/1
7394,131647,United Kingdom,"53° 16' 2.239"" N","1° 20' 6.776"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7395,131648,United Kingdom,"53° 16' 45.234"" N","1° 20' 13.004"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/4/1
7396,131649,United Kingdom,"53° 17' 27.562"" N","1° 20' 19.722"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/12/1
7397,131650,United Kingdom,"53° 15' 10.477"" N","1° 20' 21.496"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/4/1
7398,131651,United Kingdom,"53° 18' 8.878"" N","1° 20' 26.075"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/12/1
7399,131652,United Kingdom,"53° 18' 49.835"" N","1° 20' 35.561"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/7/1
7400,131653,United Kingdom,"53° 15' 43.677"" N","1° 20' 47.233"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7401,131654,United Kingdom,"53° 16' 26.457"" N","1° 20' 53.125"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7402,131655,United Kingdom,"53° 14' 54.870"" N","1° 20' 56.633"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7403,131656,United Kingdom,"53° 17' 8.316"" N","1° 21' 0.042"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7404,131657,United Kingdom,"53° 17' 50.635"" N","1° 21' 6.447"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7405,131658,United Kingdom,"53° 18' 34.516"" N","1° 21' 8.923"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/4/1
7406,131659,United Kingdom,"53° 15' 25.243"" N","1° 21' 27.505"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/6/1
7407,131660,United Kingdom,"53° 14' 38.132"" N","1° 21' 31.495"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/6/1
7408,131661,United Kingdom,"53° 16' 7.800"" N","1° 21' 33.373"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/8/1
7409,131662,United Kingdom,"53° 16' 49.786"" N","1° 21' 40.515"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/12/1
7410,131663,United Kingdom,"53° 18' 18.827"" N","1° 21' 42.113"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/8/1
7411,131664,United Kingdom,"53° 17' 31.944"" N","1° 21' 46.710"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/5/1
7412,131665,United Kingdom,"53° 14' 21.712"" N","1° 22' 6.539"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/4/1
7413,131666,United Kingdom,"53° 15' 6.743"" N","1° 22' 7.822"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7414,131667,United Kingdom,"53° 15' 49.231"" N","1° 22' 13.677"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/8/1
7415,131668,United Kingdom,"53° 18' 3.606"" N","1° 22' 15.393"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7416,131669,United Kingdom,"53° 16' 30.882"" N","1° 22' 20.957"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
7417,131670,United Kingdom,"53° 17' 12.884"" N","1° 22' 27.015"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/6/1
7418,131671,United Kingdom,"53° 14' 5.482"" N","1° 22' 41.732"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2016/12/1
7419,131672,United Kingdom,"53° 15' 53.065"" N","1° 22' 43.260"" E",Dudgeon,Equinor ASA (previously Statoil ASA),402,2017/2/1
